"subject" "activity" "variable" "average"
"2190" 29 "STANDING" "tGravityAccstdZ" -0.941621790232558
"2191" 29 "STANDING" "tBodyAccJerkmeanX" 0.0788382324713372
"2192" 29 "STANDING" "tBodyAccJerkmeanY" 0.00900161248883721
"2193" 29 "STANDING" "tBodyAccJerkmeanZ" -0.00355290542467733
"2194" 29 "STANDING" "tBodyAccJerkstdX" -0.623456414216366
"2195" 29 "STANDING" "tBodyAccJerkstdY" -0.635499779848779
"2196" 29 "STANDING" "tBodyAccJerkstdZ" -0.793746797790698
"2197" 29 "STANDING" "tBodyGyromeanX" -0.0101831910869331
"2198" 29 "STANDING" "tBodyGyromeanY" -0.0882883296441861
"2199" 29 "STANDING" "tBodyGyromeanZ" 0.0881626266546221
"2200" 29 "STANDING" "tBodyGyrostdX" -0.73469927369157
"2201" 29 "STANDING" "tBodyGyrostdY" -0.634569173421512
"2202" 29 "STANDING" "tBodyGyrostdZ" -0.713864583982558
"2203" 29 "STANDING" "tBodyGyroJerkmeanX" -0.100707751809855
"2204" 29 "STANDING" "tBodyGyroJerkmeanY" -0.0464322029527616
"2205" 29 "STANDING" "tBodyGyroJerkmeanZ" -0.052785999031686
"2206" 29 "STANDING" "tBodyGyroJerkstdX" -0.736117664139535
"2207" 29 "STANDING" "tBodyGyroJerkstdY" -0.853639613139535
"2208" 29 "STANDING" "tBodyGyroJerkstdZ" -0.770221314302326
"2209" 29 "STANDING" "tBodyAccMagmean" -0.553585593347965
"2210" 29 "STANDING" "tBodyAccMagstd" -0.579067216088081
"2211" 29 "STANDING" "tGravityAccMagmean" -0.553585593347965
"2212" 29 "STANDING" "tGravityAccMagstd" -0.579067216088081
"2213" 29 "STANDING" "tBodyAccJerkMagmean" -0.664538060484884
"2214" 29 "STANDING" "tBodyAccJerkMagstd" -0.620472049862791
"2215" 29 "STANDING" "tBodyGyroMagmean" -0.602228993700349
"2216" 29 "STANDING" "tBodyGyroMagstd" -0.653732301592151
"2217" 29 "STANDING" "tBodyGyroJerkMagmean" -0.802293906366279
"2218" 29 "STANDING" "tBodyGyroJerkMagstd" -0.840156364186047
"2219" 29 "STANDING" "fBodyAccmeanX" -0.579901000186134
"2220" 29 "STANDING" "fBodyAccmeanY" -0.587686308146221
"2221" 29 "STANDING" "fBodyAccmeanZ" -0.680547675465116
"2222" 29 "STANDING" "fBodyAccstdX" -0.5727879490375
"2223" 29 "STANDING" "fBodyAccstdY" -0.630978844851831
"2224" 29 "STANDING" "fBodyAccstdZ" -0.602550925183721
"2225" 29 "STANDING" "fBodyAccJerkmeanX" -0.629875853152035
"2226" 29 "STANDING" "fBodyAccJerkmeanY" -0.641289075786337
"2227" 29 "STANDING" "fBodyAccJerkmeanZ" -0.768433928313954
"2228" 29 "STANDING" "fBodyAccJerkstdX" -0.651564188964826
"2229" 29 "STANDING" "fBodyAccJerkstdY" -0.655526116655523
"2230" 29 "STANDING" "fBodyAccJerkstdZ" -0.818292780813954
"2231" 29 "STANDING" "fBodyGyromeanX" -0.685747413486628
"2232" 29 "STANDING" "fBodyGyromeanY" -0.735972301656977
"2233" 29 "STANDING" "fBodyGyromeanZ" -0.689221357718023
"2234" 29 "STANDING" "fBodyGyrostdX" -0.752567831707849
"2235" 29 "STANDING" "fBodyGyrostdY" -0.588857987485174
"2236" 29 "STANDING" "fBodyGyrostdZ" -0.749163172296512
"2237" 29 "STANDING" "fBodyAccMagmean" -0.589294014734302
"2238" 29 "STANDING" "fBodyAccMagstd" -0.639314176054942
"2239" 29 "STANDING" "fBodyBodyAccJerkMagmean" -0.609879937469099
"2240" 29 "STANDING" "fBodyBodyAccJerkMagstd" -0.636434470547384
"2241" 29 "STANDING" "fBodyBodyGyroMagmean" -0.722018434984302
"2242" 29 "STANDING" "fBodyBodyGyroMagstd" -0.671454324368401
"2243" 29 "STANDING" "fBodyBodyGyroJerkMagmean" -0.840464164156977
"2244" 29 "STANDING" "fBodyBodyGyroJerkMagstd" -0.851462426569767
"2245" 30 "STANDING" "tBodyAccmeanX" 0.276305836721932
"2246" 30 "STANDING" "tBodyAccmeanY" -0.0175856077340209
"2247" 30 "STANDING" "tBodyAccmeanZ" -0.10589355727859
"2248" 30 "STANDING" "tBodyAccstdX" -0.615890785389034
"2249" 30 "STANDING" "tBodyAccstdY" -0.519047387875457
"2250" 30 "STANDING" "tBodyAccstdZ" -0.522643273772115
"2251" 30 "STANDING" "tGravityAccmeanX" 0.696858200678851
"2252" 30 "STANDING" "tGravityAccmeanY" 0.0512698188974987
"2253" 30 "STANDING" "tGravityAccmeanZ" 0.184343178348037
"2254" 30 "STANDING" "tGravityAccstdX" -0.974319118563969
"2255" 30 "STANDING" "tGravityAccstdY" -0.952288292767624
"2256" 30 "STANDING" "tGravityAccstdZ" -0.92943263464752
"2257" 30 "STANDING" "tBodyAccJerkmeanX" 0.0734799270148825
"2258" 30 "STANDING" "tBodyAccJerkmeanY" 0.00730438257971279
"2259" 30 "STANDING" "tBodyAccJerkmeanZ" -0.000653871890373369
"2260" 30 "STANDING" "tBodyAccJerkstdX" -0.679007254150131
"2261" 30 "STANDING" "tBodyAccJerkstdY" -0.6607705539047
"2262" 30 "STANDING" "tBodyAccJerkstdZ" -0.781644485013055
"2263" 30 "STANDING" "tBodyGyromeanX" -0.0354229280326632
"2264" 30 "STANDING" "tBodyGyromeanY" -0.0717482452402089
"2265" 30 "STANDING" "tBodyGyromeanZ" 0.0834544586693995
"2266" 30 "STANDING" "tBodyGyrostdX" -0.671005846122715
"2267" 30 "STANDING" "tBodyGyrostdY" -0.538990663942298
"2268" 30 "STANDING" "tBodyGyrostdZ" -0.589783442185379
"2269" 30 "STANDING" "tBodyGyroJerkmeanX" -0.0926769005274151
"2270" 30 "STANDING" "tBodyGyroJerkmeanY" -0.0412903779669452
"2271" 30 "STANDING" "tBodyGyroJerkmeanZ" -0.0493556177875196
"2272" 30 "STANDING" "tBodyGyroJerkstdX" -0.780636429556136
"2273" 30 "STANDING" "tBodyGyroJerkstdY" -0.79894807305483
"2274" 30 "STANDING" "tBodyGyroJerkstdZ" -0.76322854691906
"2275" 30 "STANDING" "tBodyAccMagmean" -0.538131194183003
"2276" 30 "STANDING" "tBodyAccMagstd" -0.588158111633681
"2277" 30 "STANDING" "tGravityAccMagmean" -0.538131194183003
"2278" 30 "STANDING" "tGravityAccMagstd" -0.588158111633681
"2279" 30 "STANDING" "tBodyAccJerkMagmean" -0.697050126998956
"2280" 30 "STANDING" "tBodyAccJerkMagstd" -0.658972148093473
"2281" 30 "STANDING" "tBodyGyroMagmean" -0.510032754098198
"2282" 30 "STANDING" "tBodyGyroMagstd" -0.573779428671018
"2283" 30 "STANDING" "tBodyGyroJerkMagmean" -0.785870931331593
"2284" 30 "STANDING" "tBodyGyroJerkMagstd" -0.810398514673629
"2285" 30 "STANDING" "fBodyAccmeanX" -0.635650125322193
"2286" 30 "STANDING" "fBodyAccmeanY" -0.55849001001906
"2287" 30 "STANDING" "fBodyAccmeanZ" -0.634958546900783
"2288" 30 "STANDING" "fBodyAccstdX" -0.609238911508407
"2289" 30 "STANDING" "fBodyAccstdY" -0.531321491840992
"2290" 30 "STANDING" "fBodyAccstdZ" -0.506570361273995
"2291" 30 "STANDING" "fBodyAccJerkmeanX" -0.685307771157441
"2292" 30 "STANDING" "fBodyAccJerkmeanY" -0.671673670524282
"2293" 30 "STANDING" "fBodyAccJerkmeanZ" -0.755432212793734
"2294" 30 "STANDING" "fBodyAccJerkstdX" -0.701879208571802
"2295" 30 "STANDING" "fBodyAccJerkstdY" -0.672622022924282
"2296" 30 "STANDING" "fBodyAccJerkstdZ" -0.807184940939948
"2297" 30 "STANDING" "fBodyGyromeanX" -0.667418236692689
"2298" 30 "STANDING" "fBodyGyromeanY" -0.629910665959817
"2299" 30 "STANDING" "fBodyGyromeanZ" -0.615699347830287
"2300" 30 "STANDING" "fBodyGyrostdX" -0.676801995680601
"2301" 30 "STANDING" "fBodyGyrostdY" -0.496310421449608
"2302" 30 "STANDING" "fBodyGyrostdZ" -0.620253390415144
"2303" 30 "STANDING" "fBodyAccMagmean" -0.600372067046214
"2304" 30 "STANDING" "fBodyAccMagstd" -0.646522810920757
"2305" 30 "STANDING" "fBodyBodyAccJerkMagmean" -0.656339723754047
"2306" 30 "STANDING" "fBodyBodyAccJerkMagstd" -0.664600262443812
"2307" 30 "STANDING" "fBodyBodyGyroMagmean" -0.669600510563003
"2308" 30 "STANDING" "fBodyBodyGyroMagstd" -0.589192650089817
"2309" 30 "STANDING" "fBodyBodyGyroJerkMagmean" -0.811292332428198
"2310" 30 "STANDING" "fBodyBodyGyroJerkMagstd" -0.822805618746736
